voltage,temp,rel time,abs time,volt dif,ppm
10.59641,28.198242,66095.003,02:01.8,0.00001,12.363
10.59641,28.842773,66096.174,02:02.9,0.00001,13.967
10.59641,28.762207,66097.337,02:04.1,0.00001,11.136
10.59640,28.762207,66098.5,02:05.3,0.00001,10.381
10.59640,29.003906,66099.662,02:06.4,0.00001,9.060
10.59640,28.762207,66100.825,02:07.6,0.00001,10.475
10.59641,28.762207,66101.986,02:08.7,0.00001,12.174
10.59641,28.762207,66103.148,02:09.9,0.00001,12.080
10.59641,28.842773,66104.311,02:11.1,0.00001,10.947
10.59641,28.842773,66105.475,02:12.2,0.00001,11.608
10.59641,28.681641,66106.638,02:13.4,0.00001,11.041
10.59641,29.165039,66107.798,02:14.6,0.00001,11.041
10.59641,28.762207,66108.962,02:15.7,0.00001,11.891
10.59641,28.762207,66110.125,02:16.9,0.00001,11.608
10.59640,28.681641,66111.287,02:18.0,0.00001,7.738
10.59640,28.842773,66112.451,02:19.2,0.00001,10.192
10.59640,28.762207,66113.612,02:20.4,0.00001,7.172
10.59640,28.117676,66114.775,02:21.5,0.00001,7.927
10.59640,28.842773,66115.937,02:22.7,0.00001,10.475
10.59640,28.681641,66117.099,02:23.9,0.00001,10.475
10.59640,29.003906,66118.263,02:25.0,0.00001,8.210
10.59640,28.762207,66119.435,02:26.2,0.00001,7.550
10.59640,28.842773,66120.597,02:27.4,0.00001,6.606
10.59640,29.003906,66121.759,02:28.5,0.00001,6.889
10.59640,28.762207,66122.922,02:29.7,0.00001,9.248
10.59640,28.762207,66124.095,02:30.9,0.00001,8.399
10.59640,29.003906,66125.257,02:32.0,0.00001,9.154
10.59640,28.762207,66126.419,02:33.2,0.00001,8.305
10.59640,28.762207,66127.582,02:34.3,0.00001,7.455
10.59640,28.842773,66128.745,02:35.5,0.00001,8.588
10.59640,28.359375,66129.908,02:36.7,0.00001,7.927
10.59640,29.003906,66131.069,02:37.8,0.00001,6.795
10.59640,29.648438,66132.232,02:39.0,0.00001,6.700
10.59640,28.842773,66133.394,02:40.2,0.00001,9.154
10.59640,28.681641,66134.557,02:41.3,0.00001,7.833
10.59640,28.762207,66135.721,02:42.5,0.00001,8.210
10.59640,28.842773,66136.892,02:43.7,0.00001,8.210
10.59640,29.406738,66138.055,02:44.8,0.00001,8.682
10.59640,28.762207,66139.217,02:46.0,0.00001,10.098
10.59640,28.762207,66140.38,02:47.1,0.00001,9.060
10.59640,28.842773,66141.543,02:48.3,0.00001,9.815
10.59640,28.601074,66142.703,02:49.5,0.00001,10.192
10.59640,28.762207,66143.866,02:50.6,0.00001,9.060
10.59640,28.842773,66145.03,02:51.8,0.00001,8.305
10.59640,29.003906,66146.192,02:53.0,0.00001,10.192
10.59641,28.601074,66147.355,02:54.1,0.00001,11.041
10.59640,28.842773,66148.517,02:55.3,0.00001,10.475
10.59641,29.003906,66149.679,02:56.4,0.00001,11.608
10.59640,29.003906,66150.842,02:57.6,0.00001,10.664
10.59640,28.762207,66152.003,02:58.8,0.00001,10.192
10.59641,28.762207,66153.167,02:59.9,0.00001,11.325
10.59640,28.842773,66154.339,03:01.1,0.00001,10.475
10.59641,29.003906,66155.501,03:02.3,0.00001,12.080
10.59641,28.762207,66156.664,03:03.4,0.00001,10.853
10.59641,28.762207,66157.826,03:04.6,0.00001,11.325
10.59640,28.842773,66159,03:05.8,0.00001,9.626
10.59640,28.762207,66160.161,03:06.9,0.00001,9.532
10.59640,28.762207,66161.324,03:08.1,0.00001,10.098
10.59640,28.359375,66162.486,03:09.2,0.00001,9.909
10.59640,28.842773,66163.648,03:10.4,0.00001,10.287
10.59640,28.762207,66164.811,03:11.6,0.00001,9.909
10.59640,28.762207,66165.973,03:12.7,0.00001,10.098
10.59640,28.762207,66167.135,03:13.9,0.00001,7.833
10.59640,29.003906,66168.302,03:15.1,0.00001,10.192
10.59640,28.842773,66169.471,03:16.2,0.00001,9.343
10.59640,28.842773,66170.634,03:17.4,0.00001,8.777
10.59640,28.198242,66171.796,03:18.6,0.00001,10.003
10.59640,28.601074,66172.958,03:19.7,0.00001,10.381
10.59640,29.084473,66174.121,03:20.9,0.00001,10.192
10.59640,28.601074,66175.283,03:22.0,0.00001,8.777
10.59640,29.003906,66176.446,03:23.2,0.00001,8.682
10.59640,28.681641,66177.608,03:24.4,0.00001,10.098
10.59640,29.003906,66178.77,03:25.5,0.00001,9.626
10.59640,28.762207,66179.933,03:26.7,0.00001,10.475
10.59640,28.520508,66181.095,03:27.9,0.00001,9.437
10.59640,29.084473,66182.259,03:29.0,0.00001,10.003
10.59640,28.681641,66183.42,03:30.2,0.00001,8.777
10.59640,28.601074,66184.583,03:31.3,0.00001,9.532
10.59640,29.003906,66185.745,03:32.5,0.00001,9.154
10.59640,28.842773,66186.908,03:33.7,0.00001,9.343
10.59640,28.842773,66188.073,03:34.8,0.00001,8.399
10.59641,28.762207,66189.242,03:36.0,0.00001,11.419
10.59641,28.762207,66190.404,03:37.2,0.00001,11.041
10.59641,29.084473,66191.568,03:38.3,0.00001,11.702
10.59641,28.681641,66192.73,03:39.5,0.00001,11.513
10.59640,29.487305,66193.893,03:40.7,0.00001,10.570
10.59640,28.842773,66195.055,03:41.8,0.00001,10.570
10.59641,28.842773,66196.218,03:43.0,0.00001,11.702
10.59641,29.003906,66197.38,03:44.1,0.00001,11.136
10.59641,28.601074,66198.543,03:45.3,0.00001,12.080
10.59641,28.762207,66199.716,03:46.5,0.00001,13.306
10.59641,29.003906,66200.877,03:47.6,0.00002,15.194
10.59641,29.003906,66202.039,03:48.8,0.00001,14.156
10.59641,28.762207,66203.202,03:50.0,0.00002,16.043
10.59641,29.487305,66204.364,03:51.1,0.00002,15.571
10.59641,28.762207,66205.527,03:52.3,0.00002,15.383
10.59641,28.762207,66206.689,03:53.4,0.00002,15.571
10.59641,28.762207,66207.852,03:54.6,0.00002,17.081
10.59641,28.762207,66209.014,03:55.8,0.00002,15.477
10.59641,28.762207,66210.177,03:56.9,0.00001,14.061
10.59641,28.762207,66211.341,03:58.1,0.00002,15.005
10.59641,28.762207,66212.512,03:59.3,0.00002,17.270
10.59641,28.601074,66213.675,04:00.4,0.00002,16.987
10.59641,28.681641,66214.837,04:01.6,0.00002,17.931
10.59641,28.762207,66215.999,04:02.8,0.00002,15.760
10.59641,28.842773,66217.163,04:03.9,0.00002,15.194
10.59641,29.003906,66218.335,04:05.1,0.00002,14.816
10.59641,28.762207,66219.506,04:06.3,0.00001,12.835
10.59641,28.681641,66220.669,04:07.4,0.00002,15.005
10.59641,28.681641,66221.831,04:08.6,0.00002,16.043
10.59641,28.842773,66222.995,04:09.8,0.00002,14.628
10.59641,28.842773,66224.157,04:10.9,0.00001,12.551
10.59641,28.762207,66225.319,04:12.1,0.00002,14.722
10.59641,28.762207,66226.481,04:13.2,0.00001,13.401
10.59641,28.842773,66227.644,04:14.4,0.00002,15.477
10.59641,28.681641,66228.807,04:15.6,0.00002,15.760
10.59641,28.762207,66229.969,04:16.7,0.00002,16.798
10.59641,28.842773,66231.131,04:17.9,0.00002,15.383
10.59641,28.762207,66232.294,04:19.1,0.00002,14.628
10.59641,28.842773,66233.456,04:20.2,0.00002,14.722
10.59641,28.762207,66234.619,04:21.4,0.00002,14.533
10.59641,28.681641,66235.781,04:22.5,0.00002,14.250
10.59641,28.842773,66236.943,04:23.7,0.00002,15.383
10.59641,28.762207,66238.106,04:24.9,0.00002,14.722
10.59641,28.842773,66239.268,04:26.0,0.00002,14.250
10.59641,28.762207,66240.431,04:27.2,0.00002,14.816
10.59641,28.842773,66241.593,04:28.4,0.00001,12.646
10.59641,28.762207,66242.756,04:29.5,0.00001,13.590
10.59641,28.842773,66243.918,04:30.7,0.00001,13.873
10.59641,28.762207,66245.081,04:31.8,0.00002,15.383
10.59641,28.762207,66246.244,04:33.0,0.00002,14.345
10.59641,28.842773,66247.405,04:34.2,0.00002,16.138
10.59641,28.762207,66248.568,04:35.3,0.00002,16.609
10.59641,28.439941,66249.73,04:36.5,0.00002,16.798
10.59641,28.762207,66250.893,04:37.7,0.00002,16.798
10.59641,28.842773,66252.057,04:38.8,0.00001,13.967
10.59641,29.003906,66253.218,04:40.0,0.00001,13.495
10.59641,28.681641,66254.38,04:41.1,0.00001,14.061
10.59641,28.842773,66255.542,04:42.3,0.00002,14.628
10.59641,28.601074,66256.705,04:43.5,0.00002,15.571
10.59641,28.842773,66257.878,04:44.6,0.00002,14.911
10.59641,28.762207,66259.04,04:45.8,0.00002,14.345
10.59641,28.762207,66260.203,04:47.0,0.00001,12.268
10.59641,28.92334,66261.367,04:48.1,0.00001,12.740
10.59641,28.762207,66262.538,04:49.3,0.00001,12.457
10.59641,28.762207,66263.71,04:50.5,0.00001,13.873
10.59641,28.681641,66264.872,04:51.6,0.00001,12.929
10.59641,28.681641,66266.035,04:52.8,0.00001,13.495
10.59641,28.842773,66267.201,04:54.0,0.00002,15.854
10.59641,28.842773,66268.37,04:55.1,0.00002,14.533
10.59641,28.842773,66269.544,04:56.3,0.00001,13.873
10.59641,28.842773,66270.715,04:57.5,0.00001,12.740
10.59641,28.681641,66271.878,04:58.6,0.00001,12.740
10.59641,28.762207,66273.04,04:59.8,0.00002,14.722
10.59641,28.92334,66274.203,05:01.0,0.00002,14.345
10.59641,28.762207,66275.365,05:02.1,0.00001,12.080
10.59641,28.842773,66276.528,05:03.3,0.00002,14.250
10.59641,28.762207,66277.69,05:04.4,0.00001,13.023
10.59641,28.762207,66278.852,05:05.6,0.00002,15.666
10.59641,28.762207,66280.015,05:06.8,0.00002,14.439
10.59641,28.681641,66281.188,05:07.9,0.00001,13.212
10.59641,28.278809,66282.35,05:09.1,0.00001,13.023
10.59641,28.842773,66283.512,05:10.3,0.00001,12.835
10.59641,29.084473,66284.675,05:11.4,0.00001,13.306
10.59641,28.601074,66285.836,05:12.6,0.00001,12.551
10.59641,28.762207,66287,05:13.8,0.00001,11.136
10.59641,28.762207,66288.162,05:14.9,0.00001,10.947
10.59640,28.762207,66289.324,05:16.1,0.00001,9.720
10.59641,28.762207,66290.487,05:17.2,0.00001,12.080
10.59641,29.003906,66291.649,05:18.4,0.00001,12.646
10.59641,29.165039,66292.812,05:19.6,0.00001,11.136
10.59641,28.762207,66293.974,05:20.7,0.00001,11.513
10.59641,28.762207,66295.136,05:21.9,0.00001,12.646
10.59641,28.842773,66296.303,05:23.1,0.00001,11.419
10.59641,28.762207,66297.472,05:24.2,0.00001,11.325
10.59641,28.842773,66298.634,05:25.4,0.00001,11.608
10.59641,28.762207,66299.797,05:26.6,0.00001,11.419
10.59640,28.762207,66300.959,05:27.7,0.00001,10.664
10.59641,28.842773,66302.123,05:28.9,0.00001,11.325
10.59641,28.762207,66303.283,05:30.0,0.00001,11.136
10.59641,28.842773,66304.446,05:31.2,0.00001,11.891
10.59641,28.762207,66305.608,05:32.4,0.00001,10.947
10.59640,28.520508,66306.77,05:33.5,0.00001,9.343
10.59641,28.117676,66307.933,05:34.7,0.00001,12.457
10.59641,28.762207,66309.096,05:35.9,0.00001,13.495
10.59641,28.601074,66310.26,05:37.0,0.00001,11.891
10.59640,28.681641,66311.431,05:38.2,0.00001,10.570
10.59641,29.003906,66312.593,05:39.4,0.00001,11.891
10.59641,28.762207,66313.755,05:40.5,0.00001,12.268
10.59641,28.842773,66314.918,05:41.7,0.00001,12.080
10.59641,28.762207,66316.081,05:42.8,0.00001,11.796
10.59641,28.762207,66317.242,05:44.0,0.00002,14.816
10.59641,28.762207,66318.405,05:45.2,0.00001,13.873
10.59641,28.842773,66319.567,05:46.3,0.00001,13.684
10.59641,29.165039,66320.74,05:47.5,0.00001,10.947
10.59641,28.842773,66321.914,05:48.7,0.00001,12.174
10.59641,28.681641,66323.085,05:49.8,0.00001,11.702
10.59641,28.359375,66324.247,05:51.0,0.00002,14.439
10.59641,28.842773,66325.41,05:52.2,0.00002,14.345
10.59641,28.762207,66326.571,05:53.3,0.00002,15.099
10.59641,28.520508,66327.735,05:54.5,0.00002,14.816
10.59641,29.003906,66328.897,05:55.7,0.00001,12.363
10.59641,29.729004,66330.06,05:56.8,0.00001,13.118
10.59641,29.406738,66331.222,05:58.0,0.00002,14.628
10.59641,29.648438,66332.385,05:59.1,0.00002,15.760
10.59641,28.762207,66333.558,06:00.3,0.00002,15.288
10.59641,28.762207,66334.73,06:01.5,0.00001,13.118
10.59641,28.762207,66335.892,06:02.7,0.00002,14.533
10.59641,28.681641,66337.055,06:03.8,0.00002,14.250
10.59641,28.762207,66338.217,06:05.0,0.00001,14.156
10.59641,28.92334,66339.38,06:06.1,0.00001,13.495
10.59641,28.681641,66340.542,06:07.3,0.00001,13.778
10.59641,28.762207,66341.705,06:08.5,0.00001,13.023
10.59641,28.762207,66342.867,06:09.6,0.00002,14.250
10.59641,28.842773,66344.03,06:10.8,0.00002,14.628
10.59641,28.842773,66345.203,06:12.0,0.00001,13.306
10.59641,29.003906,66346.364,06:13.1,0.00001,13.023
10.59641,28.762207,66347.527,06:14.3,0.00001,12.457
10.59641,29.003906,66348.69,06:15.4,0.00002,14.345
10.59641,28.762207,66349.852,06:16.6,0.00002,15.005
10.59641,29.003906,66351.015,06:17.8,0.00002,14.250
10.59641,28.681641,66352.177,06:18.9,0.00002,14.345
10.59641,28.520508,66353.339,06:20.1,0.00001,12.174
10.59641,28.762207,66354.502,06:21.3,0.00001,10.853
10.59641,29.003906,66355.665,06:22.4,0.00001,11.041
10.59641,28.681641,66356.828,06:23.6,0.00001,11.325
10.59641,28.762207,66358,06:24.8,0.00001,11.702
10.59641,28.762207,66359.162,06:25.9,0.00001,11.796
10.59641,28.762207,66360.325,06:27.1,0.00001,13.118
10.59641,28.842773,66361.486,06:28.2,0.00001,12.174
10.59641,29.003906,66362.65,06:29.4,0.00001,12.646
10.59641,28.681641,66363.811,06:30.6,0.00001,12.551
10.59641,28.601074,66364.974,06:31.7,0.00001,13.118
10.59641,28.520508,66366.136,06:32.9,0.00001,13.212
10.59641,28.842773,66367.299,06:34.1,0.00001,12.740
10.59641,28.681641,66368.462,06:35.2,0.00001,11.041
10.59640,28.842773,66369.623,06:36.4,0.00001,9.060
10.59640,28.842773,66370.786,06:37.5,0.00001,9.626
10.59640,28.842773,66371.949,06:38.7,0.00001,9.626
10.59641,29.003906,66373.113,06:39.9,0.00001,11.513
10.59641,28.842773,66374.285,06:41.0,0.00001,12.551
10.59641,28.278809,66375.447,06:42.2,0.00001,12.740
10.59641,28.762207,66376.609,06:43.4,0.00001,11.608
10.59641,28.681641,66377.772,06:44.5,0.00001,11.891
10.59640,28.762207,66378.934,06:45.7,0.00001,10.287
10.59641,28.762207,66380.107,06:46.9,0.00001,11.325
10.59640,28.762207,66381.269,06:48.0,0.00001,10.381
10.59641,29.003906,66382.432,06:49.2,0.00001,12.174
10.59641,28.762207,66383.594,06:50.4,0.00001,12.268
10.59641,28.601074,66384.757,06:51.5,0.00001,12.835
10.59641,28.762207,66385.93,06:52.7,0.00001,11.419
10.59641,29.084473,66387.09,06:53.8,0.00001,11.325
10.59641,28.842773,66388.253,06:55.0,0.00001,11.041
10.59641,28.762207,66389.416,06:56.2,0.00001,10.947
10.59641,28.762207,66390.578,06:57.3,0.00001,11.230
10.59640,28.681641,66391.741,06:58.5,0.00001,10.570
10.59640,28.842773,66392.913,06:59.7,0.00001,10.475
10.59641,28.842773,66394.075,07:00.8,0.00001,11.041
10.59641,28.842773,66395.237,07:02.0,0.00001,11.702
10.59640,28.842773,66396.4,07:03.2,0.00001,10.287
10.59641,28.681641,66397.563,07:04.3,0.00001,11.325
10.59641,28.359375,66398.725,07:05.5,0.00001,11.419
10.59641,28.762207,66399.888,07:06.6,0.00001,14.156
10.59641,28.762207,66401.05,07:07.8,0.00001,13.212
10.59641,28.681641,66402.215,07:09.0,0.00001,11.608
10.59641,28.92334,66403.386,07:10.1,0.00001,11.608
10.59640,28.762207,66404.548,07:11.3,0.00001,8.777
10.59640,29.003906,66405.71,07:12.5,0.00001,8.022
10.59641,28.762207,66406.873,07:13.6,0.00001,11.702
10.59641,28.762207,66408.036,07:14.8,0.00001,11.891
10.59641,28.681641,66409.199,07:16.0,0.00001,12.268
10.59641,28.762207,66410.371,07:17.1,0.00001,11.891
10.59640,29.003906,66411.532,07:18.3,0.00001,8.588
10.59641,28.842773,66412.694,07:19.5,0.00001,10.947
10.59640,28.681641,66413.857,07:20.6,0.00001,10.003
10.59641,28.762207,66415.02,07:21.8,0.00001,12.551
10.59641,28.842773,66416.183,07:22.9,0.00001,13.306
10.59641,28.439941,66417.344,07:24.1,0.00002,14.250
10.59641,28.762207,66418.507,07:25.3,0.00002,14.628
10.59641,28.762207,66419.67,07:26.4,0.00002,15.288
10.59641,28.842773,66420.833,07:27.6,0.00001,13.023
10.59641,28.842773,66422.005,07:28.8,0.00001,11.891
10.59641,28.681641,66423.166,07:29.9,0.00001,13.684
10.59641,28.762207,66424.329,07:31.1,0.00002,14.628
10.59641,28.842773,66425.491,07:32.2,0.00002,15.194
10.59641,28.681641,66426.654,07:33.4,0.00002,15.194
10.59641,28.762207,66427.818,07:34.6,0.00002,15.288
10.59641,28.842773,66428.98,07:35.7,0.00002,16.043
10.59641,28.842773,66430.142,07:36.9,0.00002,14.722
10.59641,28.762207,66431.304,07:38.1,0.00001,13.873
10.59641,28.92334,66432.467,07:39.2,0.00001,12.551
10.59641,28.842773,66433.63,07:40.4,0.00001,13.023
10.59641,28.762207,66434.791,07:41.5,0.00001,13.401
10.59641,28.842773,66435.953,07:42.7,0.00001,13.306
10.59641,28.842773,66437.118,07:43.9,0.00002,14.816
10.59641,28.601074,66438.289,07:45.0,0.00002,14.911
10.59641,28.439941,66439.452,07:46.2,0.00001,13.684
10.59641,28.762207,66440.613,07:47.4,0.00002,14.628
10.59641,29.003906,66441.776,07:48.5,0.00001,12.929
10.59641,28.762207,66442.939,07:49.7,0.00001,11.608
10.59640,28.681641,66444.101,07:50.9,0.00001,10.287
10.59640,28.842773,66445.275,07:52.0,0.00001,9.248
10.59641,29.003906,66446.436,07:53.2,0.00001,11.513
10.59641,28.842773,66447.599,07:54.4,0.00001,11.608
10.59640,28.842773,66448.762,07:55.5,0.00001,10.003
10.59640,28.762207,66449.923,07:56.7,0.00001,9.437
10.59641,28.359375,66451.087,07:57.8,0.00001,13.401
10.59640,28.762207,66452.249,07:59.0,0.00001,10.381
10.59641,28.762207,66453.411,08:00.2,0.00001,11.985
10.59641,28.681641,66454.573,08:01.3,0.00001,12.268
10.59641,28.681641,66455.736,08:02.5,0.00001,11.891
10.59641,28.762207,66456.899,08:03.7,0.00001,11.041
10.59641,28.762207,66458.06,08:04.8,0.00001,11.796
10.59641,28.762207,66459.223,08:06.0,0.00001,13.118
10.59641,28.762207,66460.385,08:07.1,0.00002,14.911
10.59641,28.842773,66461.548,08:08.3,0.00002,15.383
10.59641,28.520508,66462.721,08:09.5,0.00002,14.722
10.59641,28.842773,66463.893,08:10.7,0.00001,13.118
10.59641,29.003906,66465.055,08:11.8,0.00001,12.929
10.59641,28.762207,66466.218,08:13.0,0.00001,12.457
10.59641,28.520508,66467.38,08:14.1,0.00001,13.118
10.59641,28.520508,66468.544,08:15.3,0.00001,13.590
10.59641,28.762207,66469.705,08:16.5,0.00001,14.061
10.59641,28.842773,66470.868,08:17.6,0.00001,13.495
10.59641,28.359375,66472.03,08:18.8,0.00001,13.684
10.59641,28.842773,66473.192,08:20.0,0.00001,11.985
10.59641,28.762207,66474.366,08:21.1,0.00001,12.268
10.59641,29.648438,66475.538,08:22.3,0.00002,14.250
10.59641,28.842773,66476.701,08:23.5,0.00001,12.929
10.59641,28.762207,66477.863,08:24.6,0.00002,15.005
10.59641,28.762207,66479.025,08:25.8,0.00002,16.043
10.59641,28.681641,66480.189,08:26.9,0.00002,15.383
10.59641,28.842773,66481.361,08:28.1,0.00002,15.666
10.59641,28.762207,66482.523,08:29.3,0.00002,15.666
10.59641,28.117676,66483.685,08:30.4,0.00002,16.043
10.59641,28.762207,66484.847,08:31.6,0.00001,13.873
10.59641,28.762207,66486.012,08:32.8,0.00002,15.666
10.59641,28.842773,66487.183,08:33.9,0.00002,14.439
10.59641,29.084473,66488.355,08:35.1,0.00001,13.212
10.59641,28.842773,66489.517,08:36.3,0.00002,15.288
10.59641,28.278809,66490.68,08:37.4,0.00001,13.967
10.59641,28.842773,66491.844,08:38.6,0.00001,12.080
10.59641,28.762207,66493.005,08:39.8,0.00001,13.212
10.59641,28.842773,66494.167,08:40.9,0.00002,14.722
10.59641,28.842773,66495.33,08:42.1,0.00002,15.099
10.59641,28.842773,66496.493,08:43.3,0.00002,15.005
10.59641,28.601074,66497.655,08:44.4,0.00002,14.533
10.59641,28.520508,66498.818,08:45.6,0.00002,14.250
10.59641,28.762207,66499.98,08:46.7,0.00001,13.401
10.59641,28.762207,66501.143,08:47.9,0.00001,12.080
10.59641,28.842773,66502.304,08:49.1,0.00001,13.401
10.59641,28.762207,66503.468,08:50.2,0.00001,13.023
10.59641,28.762207,66504.63,08:51.4,0.00001,14.156
10.59641,28.681641,66505.792,08:52.6,0.00002,15.571
10.59641,28.681641,66506.955,08:53.7,0.00002,15.005
10.59641,28.681641,66508.118,08:54.9,0.00001,12.740
10.59641,28.439941,66509.282,08:56.0,0.00001,13.590
10.59641,28.842773,66510.453,08:57.2,0.00001,13.495
10.59641,28.842773,66511.615,08:58.4,0.00002,15.760
10.59641,28.842773,66512.777,08:59.5,0.00002,16.421
10.59641,28.762207,66513.94,09:00.7,0.00002,14.628
10.59641,28.762207,66515.103,09:01.9,0.00001,12.457
10.59641,28.439941,66516.265,09:03.0,0.00001,13.212
10.59641,28.92334,66517.427,09:04.2,0.00001,11.891
10.59641,28.681641,66518.59,09:05.3,0.00001,11.230
10.59641,28.520508,66519.752,09:06.5,0.00001,11.325
10.59641,28.842773,66520.926,09:07.7,0.00001,13.212
10.59641,28.681641,66522.097,09:08.9,0.00001,13.684
10.59641,28.762207,66523.26,09:10.0,0.00002,14.533
10.59641,28.762207,66524.422,09:11.2,0.00001,12.835
10.59641,28.762207,66525.594,09:12.4,0.00001,13.118
10.59641,28.359375,66526.758,09:13.5,0.00001,10.947
10.59641,28.762207,66527.93,09:14.7,0.00001,11.796
10.59641,28.762207,66529.092,09:15.9,0.00001,11.891
10.59641,28.842773,66530.255,09:17.0,0.00001,12.174
10.59641,28.762207,66531.417,09:18.2,0.00001,12.929
10.59641,28.439941,66532.58,09:19.3,0.00001,13.118
10.59641,28.842773,66533.742,09:20.5,0.00001,13.212
10.59641,28.762207,66534.904,09:21.7,0.00001,12.363
10.59641,28.842773,66536.066,09:22.8,0.00001,12.080
10.59641,29.003906,66537.229,09:24.0,0.00001,12.835
10.59641,28.762207,66538.402,09:25.2,0.00001,11.041
10.59641,28.762207,66539.564,09:26.3,0.00001,10.947
10.59641,28.762207,66540.726,09:27.5,0.00001,12.363
10.59641,28.762207,66541.889,09:28.6,0.00001,13.306
10.59641,28.762207,66543.051,09:29.8,0.00001,13.401
10.59641,28.681641,66544.215,09:31.0,0.00001,12.835
10.59641,29.003906,66545.376,09:32.1,0.00001,12.268
10.59640,28.842773,66546.539,09:33.3,0.00001,10.098
10.59640,28.762207,66547.701,09:34.5,0.00001,9.343
10.59640,28.842773,66548.864,09:35.6,0.00001,10.287
10.59640,29.648438,66550.037,09:36.8,0.00001,8.965
10.59641,28.762207,66551.201,09:38.0,0.00001,11.985
10.59640,28.762207,66552.371,09:39.1,0.00001,10.287
10.59641,28.681641,66553.533,09:40.3,0.00001,12.457
10.59641,28.681641,66554.696,09:41.5,0.00001,13.212
10.59641,28.92334,66555.859,09:42.6,0.00001,12.457
10.59641,28.842773,66557.02,09:43.8,0.00001,10.853
10.59640,29.406738,66558.182,09:44.9,0.00001,7.361
10.59640,28.842773,66559.345,09:46.1,0.00001,8.965
10.59640,28.842773,66560.507,09:47.3,0.00001,9.909
10.59641,28.842773,66561.671,09:48.4,0.00001,11.702
10.59641,28.762207,66562.843,09:49.6,0.00001,12.457
10.59641,28.762207,66564.005,09:50.8,0.00001,11.325
10.59640,29.084473,66565.167,09:51.9,0.00001,9.343
10.59640,28.520508,66566.331,09:53.1,0.00001,8.588
10.59640,28.92334,66567.494,09:54.3,0.00001,9.248
10.59640,28.762207,66568.666,09:55.4,0.00001,8.682
10.59640,28.762207,66569.827,09:56.6,0.00001,8.777
10.59641,28.762207,66570.991,09:57.7,0.00001,10.853
10.59640,28.762207,66572.153,09:58.9,0.00001,10.192
10.59640,28.681641,66573.326,10:00.1,0.00001,10.287
10.59641,28.762207,66574.487,10:01.2,0.00001,11.419
10.59640,28.762207,66575.65,10:02.4,0.00001,9.720
10.59640,28.762207,66576.812,10:03.6,0.00001,9.343
10.59640,28.681641,66577.975,10:04.7,0.00001,9.154
10.59640,28.762207,66579.138,10:05.9,0.00001,10.098
10.59641,28.762207,66580.31,10:07.1,0.00001,11.608
10.59641,28.681641,66581.472,10:08.2,0.00001,11.796
10.59640,29.003906,66582.635,10:09.4,0.00001,9.437
10.59640,28.762207,66583.797,10:10.6,0.00001,9.626
10.59640,28.762207,66584.97,10:11.7,0.00001,10.192
10.59640,28.681641,66586.132,10:12.9,0.00001,9.909
10.59641,28.520508,66587.295,10:14.1,0.00001,11.796
10.59641,28.92334,66588.457,10:15.2,0.00001,11.891
10.59641,29.084473,66589.619,10:16.4,0.00001,12.835
10.59641,28.681641,66590.783,10:17.5,0.00001,12.268
10.59641,28.842773,66591.945,10:18.7,0.00001,12.080
10.59640,28.762207,66593.107,10:19.9,0.00001,8.871
10.59640,28.762207,66594.269,10:21.0,0.00001,7.267
10.59640,28.762207,66595.431,10:22.2,0.00001,8.399
10.59641,28.762207,66596.595,10:23.4,0.00001,12.174
10.59641,28.842773,66597.766,10:24.5,0.00001,12.080
10.59641,28.278809,66598.928,10:25.7,0.00001,12.457
10.59640,28.762207,66600.091,10:26.9,0.00001,10.475
10.59641,28.359375,66601.253,10:28.0,0.00001,10.947
10.59641,28.762207,66602.416,10:29.2,0.00001,12.646
10.59641,28.762207,66603.578,10:30.3,0.00001,11.513
10.59640,28.92334,66604.74,10:31.5,0.00001,10.570
10.59641,28.762207,66605.903,10:32.7,0.00001,12.363
10.59641,28.762207,66607.066,10:33.8,0.00001,13.023
10.59641,28.762207,66608.229,10:35.0,0.00001,12.268
10.59641,28.762207,66609.39,10:36.1,0.00002,14.250
10.59641,28.601074,66610.553,10:37.3,0.00001,13.401
10.59641,28.842773,66611.715,10:38.5,0.00002,14.439
10.59641,28.681641,66612.878,10:39.6,0.00001,14.061
10.59641,28.198242,66614.041,10:40.8,0.00002,14.816
10.59641,28.762207,66615.213,10:42.0,0.00002,16.326
10.59641,28.842773,66616.377,10:43.1,0.00002,17.176
10.59641,28.842773,66617.548,10:44.3,0.00002,16.232
10.59641,28.601074,66618.71,10:45.5,0.00002,14.911
10.59641,28.842773,66619.873,10:46.6,0.00002,14.345
10.59641,28.762207,66621.035,10:47.8,0.00002,14.911
10.59641,28.762207,66622.199,10:49.0,0.00001,13.873
10.59641,28.117676,66623.36,10:50.1,0.00001,13.684
10.59641,28.681641,66624.522,10:51.3,0.00002,14.345
10.59641,29.084473,66625.686,10:52.4,0.00001,14.061
10.59641,28.842773,66626.846,10:53.6,0.00002,15.288
10.59641,28.762207,66628.009,10:54.8,0.00001,13.495
10.59641,28.762207,66629.172,10:55.9,0.00001,13.212
10.59641,29.003906,66630.334,10:57.1,0.00001,13.873
10.59641,28.762207,66631.497,10:58.3,0.00002,14.533
10.59641,28.842773,66632.659,10:59.4,0.00001,14.156
10.59641,28.842773,66633.821,11:00.6,0.00001,13.306
10.59641,28.681641,66634.984,11:01.7,0.00001,13.873
10.59641,28.842773,66636.147,11:02.9,0.00001,12.080
