pwmcount, residuebefore, residueafter,diff,voltbefore,voltafter,voltdiff 
5,2146,1722,424,1.729,1.387,0.342
5,2160,2048,112,1.740,1.650,0.090
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1735,1573,162,1.398,1.267,0.131
5,1939,2085,-146,1.562,1.680,-0.118
5,2119,1995,124,1.707,1.607,0.100
,,,0,0.000,0.000,0.000
5,2086,2072,14,1.680,1.669,0.011
,,,0,0.000,0.000,0.000
5,2038,2024,14,1.642,1.631,0.011
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1943,1640,303,1.565,1.321,0.244
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2144,1667,477,1.727,1.343,0.384
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1932,1881,51,1.556,1.515,0.041
5,2032,1714,318,1.637,1.381,0.256
5,2068,2144,-76,1.666,1.727,-0.061
5,1639,1895,-256,1.320,1.527,-0.206
5,2365,1836,529,1.905,1.479,0.426
5,1520,1920,-400,1.224,1.547,-0.322
5,2346,1501,845,1.890,1.209,0.681
,,,0,0.000,0.000,0.000
5,2379,1848,531,1.916,1.489,0.428
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1753,1595,158,1.412,1.285,0.127
5,2379,1905,474,1.916,1.535,0.382
5,2324,2296,28,1.872,1.850,0.023
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2220,1802,418,1.788,1.452,0.337
,,,0,0.000,0.000,0.000
5,1730,1924,-194,1.394,1.550,-0.156
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2218,1457,761,1.787,1.174,0.613
5,1795,1745,50,1.446,1.406,0.040
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1903,2202,-299,1.533,1.774,-0.241
5,1663,1458,205,1.340,1.175,0.165
5,1887,2190,-303,1.520,1.764,-0.244
,,,0,0.000,0.000,0.000
5,1556,2323,-767,1.253,1.871,-0.618
5,1735,1802,-67,1.398,1.452,-0.054
5,2020,2269,-249,1.627,1.828,-0.201
5,1610,1762,-152,1.297,1.419,-0.122
,,,0,0.000,0.000,0.000
5,2368,2301,67,1.908,1.854,0.054
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2219,2040,179,1.788,1.643,0.144
5,2210,2043,167,1.780,1.646,0.135
,,,0,0.000,0.000,0.000
5,2128,2213,-85,1.714,1.783,-0.068
5,1913,2165,-252,1.541,1.744,-0.203
5,2180,1919,261,1.756,1.546,0.210
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1721,2064,-343,1.386,1.663,-0.276
5,1920,1663,257,1.547,1.340,0.207
5,2041,2232,-191,1.644,1.798,-0.154
5,1838,2382,-544,1.481,1.919,-0.438
5,1767,2376,-609,1.423,1.914,-0.491
5,1845,2147,-302,1.486,1.730,-0.243
,,,0,0.000,0.000,0.000
5,2282,2053,229,1.838,1.654,0.184
5,1811,1547,264,1.459,1.246,0.213
5,2334,1491,843,1.880,1.201,0.679
5,1809,1946,-137,1.457,1.568,-0.110
5,1909,1740,169,1.538,1.402,0.136
5,1805,1915,-110,1.454,1.543,-0.089
5,2237,1469,768,1.802,1.183,0.619
5,1700,1603,97,1.369,1.291,0.078
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2050,1780,270,1.651,1.434,0.218
5,2262,2184,78,1.822,1.759,0.063
5,1791,1734,57,1.443,1.397,0.046
5,2050,1629,421,1.651,1.312,0.339
5,2100,1724,376,1.692,1.389,0.303
5,1917,2104,-187,1.544,1.695,-0.151
5,2181,2044,137,1.757,1.647,0.110
5,2210,2027,183,1.780,1.633,0.147
5,2029,1654,375,1.635,1.332,0.302
5,1754,2097,-343,1.413,1.689,-0.276
5,2068,2155,-87,1.666,1.736,-0.070
5,2176,1698,478,1.753,1.368,0.385
5,1593,1744,-151,1.283,1.405,-0.122
5,1849,1746,103,1.490,1.407,0.083
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1861,2148,-287,1.499,1.730,-0.231
5,1803,1648,155,1.452,1.328,0.125
5,2066,1899,167,1.664,1.530,0.135
,,,0,0.000,0.000,0.000
5,2176,2108,68,1.753,1.698,0.055
5,2116,1935,181,1.705,1.559,0.146
5,1939,1954,-15,1.562,1.574,-0.012
5,1560,1971,-411,1.257,1.588,-0.331
5,1486,1949,-463,1.197,1.570,-0.373
,,,0,0.000,0.000,0.000
5,1526,1779,-253,1.229,1.433,-0.204
5,1896,1927,-31,1.527,1.552,-0.025
5,2420,1567,853,1.950,1.262,0.687
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1925,1612,313,1.551,1.299,0.252
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1942,1629,313,1.564,1.312,0.252
5,2204,2384,-180,1.776,1.921,-0.145
5,2133,2018,115,1.718,1.626,0.093
5,1847,2144,-297,1.488,1.727,-0.239
5,1762,2069,-307,1.419,1.667,-0.247
5,1775,2196,-421,1.430,1.769,-0.339
5,2241,1781,460,1.805,1.435,0.371
,,,0,0.000,0.000,0.000
5,1696,2045,-349,1.366,1.647,-0.281
5,1707,1755,-48,1.375,1.414,-0.039
5,2183,1811,372,1.759,1.459,0.300
5,1496,2049,-553,1.205,1.651,-0.445
5,1861,2196,-335,1.499,1.769,-0.270
,,,0,0.000,0.000,0.000
5,1576,1922,-346,1.270,1.548,-0.279
,,,0,0.000,0.000,0.000
5,1702,2101,-399,1.371,1.693,-0.321
5,2075,1924,151,1.672,1.550,0.122
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1908,1483,425,1.537,1.195,0.342
5,2221,1855,366,1.789,1.494,0.295
,,,0,0.000,0.000,0.000
5,2036,1895,141,1.640,1.527,0.114
5,1660,1778,-118,1.337,1.432,-0.095
5,2370,2158,212,1.909,1.738,0.171
5,2100,1751,349,1.692,1.411,0.281
5,1867,1771,96,1.504,1.427,0.077
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2138,1876,262,1.722,1.511,0.211
5,2192,2077,115,1.766,1.673,0.093
,,,0,0.000,0.000,0.000
5,1907,1489,418,1.536,1.200,0.337
5,2127,1853,274,1.713,1.493,0.221
5,1600,2309,-709,1.289,1.860,-0.571
5,2220,1935,285,1.788,1.559,0.230
5,2264,2180,84,1.824,1.756,0.068
,,,0,0.000,0.000,0.000
5,1617,1711,-94,1.303,1.378,-0.076
,,,0,0.000,0.000,0.000
5,2160,1678,482,1.740,1.352,0.388
5,1625,1820,-195,1.309,1.466,-0.157
5,1976,2006,-30,1.592,1.616,-0.024
5,2120,2099,21,1.708,1.691,0.017
,,,0,0.000,0.000,0.000
5,1637,2091,-454,1.319,1.684,-0.366
5,1855,1699,156,1.494,1.369,0.126
5,2077,2322,-245,1.673,1.871,-0.197
5,1893,2157,-264,1.525,1.738,-0.213
5,1619,1885,-266,1.304,1.519,-0.214
5,2166,2112,54,1.745,1.701,0.044
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2338,2182,156,1.883,1.758,0.126
5,1637,1696,-59,1.319,1.366,-0.048
5,1773,2133,-360,1.428,1.718,-0.290
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2158,2035,123,1.738,1.639,0.099
,,,0,0.000,0.000,0.000
5,1815,2219,-404,1.462,1.788,-0.325
5,1711,1877,-166,1.378,1.512,-0.134
,,,0,0.000,0.000,0.000
5,1700,2202,-502,1.369,1.774,-0.404
5,2219,1841,378,1.788,1.483,0.305
,,,0,0.000,0.000,0.000
5,2405,1681,724,1.937,1.354,0.583
5,1807,1773,34,1.456,1.428,0.027
,,,0,0.000,0.000,0.000
5,2294,1928,366,1.848,1.553,0.295
5,1501,1920,-419,1.209,1.547,-0.338
5,1847,2326,-479,1.488,1.874,-0.386
5,1785,1850,-65,1.438,1.490,-0.052
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1582,1638,-56,1.274,1.320,-0.045
,,,0,0.000,0.000,0.000
5,2406,1785,621,1.938,1.438,0.500
,,,0,0.000,0.000,0.000
5,2185,1660,525,1.760,1.337,0.423
5,2150,2393,-243,1.732,1.928,-0.196
5,1942,1930,12,1.564,1.555,0.010
,,,0,0.000,0.000,0.000
5,1823,1871,-48,1.469,1.507,-0.039
5,2088,2388,-300,1.682,1.924,-0.242
,,,0,0.000,0.000,0.000
5,1771,1952,-181,1.427,1.573,-0.146
5,2112,1585,527,1.701,1.277,0.425
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1825,1878,-53,1.470,1.513,-0.043
5,1739,1578,161,1.401,1.271,0.130
5,2310,2199,111,1.861,1.771,0.089
5,2228,2320,-92,1.795,1.869,-0.074
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1878,1671,207,1.513,1.346,0.167
,,,0,0.000,0.000,0.000
5,1889,2064,-175,1.522,1.663,-0.141
5,2082,1865,217,1.677,1.502,0.175
5,2392,2058,334,1.927,1.658,0.269
5,2018,1592,426,1.626,1.282,0.343
5,2012,1864,148,1.621,1.502,0.119
5,1879,1671,208,1.514,1.346,0.168
,,,0,0.000,0.000,0.000
5,2137,1821,316,1.722,1.467,0.255
5,1720,1914,-194,1.386,1.542,-0.156
5,1983,2025,-42,1.597,1.631,-0.034
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1558,1749,-191,1.255,1.409,-0.154
5,1751,1539,212,1.411,1.240,0.171
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2248,1510,738,1.811,1.216,0.595
5,2202,1935,267,1.774,1.559,0.215
,,,0,0.000,0.000,0.000
5,2096,2028,68,1.689,1.634,0.055
,,,0,0.000,0.000,0.000
5,1946,2111,-165,1.568,1.701,-0.133
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2196,1967,229,1.769,1.585,0.184
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2081,1729,352,1.676,1.393,0.284
5,2375,2150,225,1.913,1.732,0.181
5,1815,1766,49,1.462,1.423,0.039
5,1728,1887,-159,1.392,1.520,-0.128
5,1527,2178,-651,1.230,1.755,-0.524
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1711,2154,-443,1.378,1.735,-0.357
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1953,1653,300,1.573,1.332,0.242
5,1622,2081,-459,1.307,1.676,-0.370
5,2258,1838,420,1.819,1.481,0.338
5,1573,2387,-814,1.267,1.923,-0.656
5,1574,2022,-448,1.268,1.629,-0.361
5,1887,1826,61,1.520,1.471,0.049
5,1574,1825,-251,1.268,1.470,-0.202
,,,0,0.000,0.000,0.000
5,2118,2151,-33,1.706,1.733,-0.027
5,2195,2176,19,1.768,1.753,0.015
5,1823,2119,-296,1.469,1.707,-0.238
5,1720,1868,-148,1.386,1.505,-0.119
5,1823,1860,-37,1.469,1.498,-0.030
,,,0,0.000,0.000,0.000
5,1867,1812,55,1.504,1.460,0.044
5,1973,1858,115,1.589,1.497,0.093
5,1705,1538,167,1.374,1.239,0.135
,,,0,0.000,0.000,0.000
5,1727,2068,-341,1.391,1.666,-0.275
5,1881,2322,-441,1.515,1.871,-0.355
5,1914,1711,203,1.542,1.378,0.164
5,2234,1997,237,1.800,1.609,0.191
5,1649,1483,166,1.328,1.195,0.134
5,1966,1915,51,1.584,1.543,0.041
5,2232,2107,125,1.798,1.697,0.101
,,,0,0.000,0.000,0.000
5,1493,1492,1,1.203,1.202,0.001
,,,0,0.000,0.000,0.000
5,1960,1862,98,1.579,1.500,0.079
5,1768,1658,110,1.424,1.336,0.089
,,,0,0.000,0.000,0.000
5,1864,1810,54,1.502,1.458,0.044
5,1711,2054,-343,1.378,1.655,-0.276
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1581,1887,-306,1.274,1.520,-0.247
5,2248,1675,573,1.811,1.349,0.462
5,1794,1927,-133,1.445,1.552,-0.107
5,1485,2134,-649,1.196,1.719,-0.523
,,,0,0.000,0.000,0.000
5,2113,2102,11,1.702,1.693,0.009
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1728,1626,102,1.392,1.310,0.082
5,2412,1679,733,1.943,1.353,0.590
5,1590,1581,9,1.281,1.274,0.007
5,2261,1573,688,1.821,1.267,0.554
5,1890,1965,-75,1.523,1.583,-0.060
5,1825,1659,166,1.470,1.336,0.134
5,2036,1963,73,1.640,1.581,0.059
,,,0,0.000,0.000,0.000
5,2098,2130,-32,1.690,1.716,-0.026
5,2198,1776,422,1.771,1.431,0.340
5,1789,1780,9,1.441,1.434,0.007
,,,0,0.000,0.000,0.000
5,1692,1794,-102,1.363,1.445,-0.082
5,1699,1744,-45,1.369,1.405,-0.036
5,2173,1907,266,1.751,1.536,0.214
5,1606,2154,-548,1.294,1.735,-0.441
5,1962,2295,-333,1.581,1.849,-0.268
5,1843,2124,-281,1.485,1.711,-0.226
5,2237,2005,232,1.802,1.615,0.187
5,2386,1752,634,1.922,1.411,0.511
5,1647,1691,-44,1.327,1.362,-0.035
5,1586,2188,-602,1.278,1.763,-0.485
5,2103,1882,221,1.694,1.516,0.178
5,2084,1915,169,1.679,1.543,0.136
,,,0,0.000,0.000,0.000
5,1550,1470,80,1.249,1.184,0.064
5,1789,2176,-387,1.441,1.753,-0.312
5,1984,2126,-142,1.598,1.713,-0.114
5,1914,1957,-43,1.542,1.577,-0.035
5,1980,1668,312,1.595,1.344,0.251
5,2130,1654,476,1.716,1.332,0.383
5,2018,2200,-182,1.626,1.772,-0.147
5,2168,1898,270,1.747,1.529,0.218
,,,0,0.000,0.000,0.000
5,1581,2190,-609,1.274,1.764,-0.491
5,1530,1895,-365,1.233,1.527,-0.294
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1889,1984,-95,1.522,1.598,-0.077
5,2070,1960,110,1.668,1.579,0.089
5,1837,1744,93,1.480,1.405,0.075
5,1971,2122,-151,1.588,1.709,-0.122
5,1896,1739,157,1.527,1.401,0.126
5,2179,2218,-39,1.755,1.787,-0.031
5,2249,1894,355,1.812,1.526,0.286
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,1752,1809,-57,1.411,1.457,-0.046
5,1783,2235,-452,1.436,1.800,-0.364
5,2364,2040,324,1.904,1.643,0.261
,,,0,0.000,0.000,0.000
5,2037,1779,258,1.641,1.433,0.208
5,1793,2148,-355,1.444,1.730,-0.286
,,,0,0.000,0.000,0.000
,,,0,0.000,0.000,0.000
5,2284,2160,124,1.840,1.740,0.100
5,2385,1498,887,1.921,1.207,0.715
,,,0,0.000,0.000,0.000
5,2132,2283,-151,1.718,1.839,-0.122
5,2099,1467,632,1.691,1.182,0.509
5,2196,2121,75,1.769,1.709,0.060
5,2083,1874,209,1.678,1.510,0.168
5,2136,1694,442,1.721,1.365,0.356
5,2172,2147,25,1.750,1.730,0.020
5,1654,1938,-284,1.332,1.561,-0.229
5,1691,2235,-544,1.362,1.800,-0.438
5,2146,2173,-27,1.729,1.751,-0.022
5,1921,2334,-413,1.548,1.880,-0.333
5,2086,1499,587,1.680,1.208,0.473
5,2073,1710,363,1.670,1.378,0.292
5,1820,2213,-393,1.466,1.783,-0.317
5,2128,2214,-86,1.714,1.784,-0.069
5,1649,1790,-141,1.328,1.442,-0.114
5,2059,1838,221,1.659,1.481,0.178
5,1588,2143,-555,1.279,1.726,-0.447
5,1642,1681,-39,1.323,1.354,-0.031
5,2092,1839,253,1.685,1.481,0.204
5,1579,1935,-356,1.272,1.559,-0.287
5,1728,2277,-549,1.392,1.834,-0.442
5,1774,2283,-509,1.429,1.839,-0.410
5,2130,1604,526,1.716,1.292,0.424
5,2079,1762,317,1.675,1.419,0.255
5,2230,1493,737,1.796,1.203,0.594
5,1919,2359,-440,1.546,1.900,-0.354
5,2176,2156,20,1.753,1.737,0.016
5,1490,1928,-438,1.200,1.553,-0.353
5,1796,1526,270,1.447,1.229,0.218
5,1531,2025,-494,1.233,1.631,-0.398
5,1841,1727,114,1.483,1.391,0.092
5,1886,2116,-230,1.519,1.705,-0.185
5,1719,2201,-482,1.385,1.773,-0.388
5,2057,1742,315,1.657,1.403,0.254
5,1944,2147,-203,1.566,1.730,-0.164
5,2052,1831,221,1.653,1.475,0.178
5,2091,2012,79,1.684,1.621,0.064
5,1600,1479,121,1.289,1.191,0.097
5,2055,1928,127,1.655,1.553,0.102
5,2146,1761,385,1.729,1.419,0.310
5,1502,1591,-89,1.210,1.282,-0.072
5,1909,1994,-85,1.538,1.606,-0.068
5,1591,1523,68,1.282,1.227,0.055
5,1922,1607,315,1.548,1.295,0.254
5,2009,2137,-128,1.618,1.722,-0.103
5,2150,1674,476,1.732,1.349,0.383
5,2201,2232,-31,1.773,1.798,-0.025
5,1990,1663,327,1.603,1.340,0.263
5,1669,2109,-440,1.345,1.699,-0.354
5,2021,2211,-190,1.628,1.781,-0.153
5,1717,2056,-339,1.383,1.656,-0.273
5,1492,1988,-496,1.202,1.602,-0.400
5,1805,1847,-42,1.454,1.488,-0.034
5,2158,2144,14,1.738,1.727,0.011
5,1751,2042,-291,1.411,1.645,-0.234
5,1951,1749,202,1.572,1.409,0.163
5,1747,1835,-88,1.407,1.478,-0.071
5,1574,2179,-605,1.268,1.755,-0.487
5,1775,2116,-341,1.430,1.705,-0.275
5,1660,2051,-391,1.337,1.652,-0.315
,,,0,0.000,0.000,0.000
5,1775,1716,59,1.430,1.382,0.048
5,2082,1759,323,1.677,1.417,0.260
5,2002,2185,-183,1.613,1.760,-0.147
5,2243,2009,234,1.807,1.618,0.189
5,1491,1674,-183,1.201,1.349,-0.147
5,2201,1565,636,1.773,1.261,0.512
5,1730,2222,-492,1.394,1.790,-0.396
5,1612,2214,-602,1.299,1.784,-0.485
5,1801,2393,-592,1.451,1.928,-0.477
5,2354,2129,225,1.896,1.715,0.181
5,1894,2128,-234,1.526,1.714,-0.189
5,2096,1622,474,1.689,1.307,0.382
5,2146,1622,524,1.729,1.307,0.422
5,1505,2204,-699,1.212,1.776,-0.563
5,1551,1751,-200,1.249,1.411,-0.161
5,2058,2134,-76,1.658,1.719,-0.061
5,1891,1515,376,1.523,1.220,0.303
5,1767,2165,-398,1.423,1.744,-0.321
5,2382,1505,877,1.919,1.212,0.706
5,2079,2048,31,1.675,1.650,0.025
5,2116,1838,278,1.705,1.481,0.224
5,2199,2072,127,1.771,1.669,0.102
5,1831,2117,-286,1.475,1.705,-0.230
5,2173,1533,640,1.751,1.235,0.516
5,2212,2340,-128,1.782,1.885,-0.103
5,1587,1468,119,1.278,1.183,0.096
5,2044,1462,582,1.647,1.178,0.469
5,1783,1972,-189,1.436,1.589,-0.152
5,2084,1498,586,1.679,1.207,0.472
5,2019,1539,480,1.626,1.240,0.387
5,1751,2187,-436,1.411,1.762,-0.351
5,1991,1822,169,1.604,1.468,0.136
5,1659,1645,14,1.336,1.325,0.011
5,2228,1649,579,1.795,1.328,0.466
5,2233,2010,223,1.799,1.619,0.180
5,1772,1924,-152,1.427,1.550,-0.122
5,1722,1861,-139,1.387,1.499,-0.112
5,2276,2258,18,1.834,1.819,0.015
5,2117,1740,377,1.705,1.402,0.304
5,2109,2301,-192,1.699,1.854,-0.155
5,1845,1466,379,1.486,1.181,0.305
5,1879,1816,63,1.514,1.463,0.051
5,1551,1900,-349,1.249,1.531,-0.281
5,1587,2288,-701,1.278,1.843,-0.565
5,1990,2183,-193,1.603,1.759,-0.155
5,1695,1984,-289,1.365,1.598,-0.233
5,1944,2040,-96,1.566,1.643,-0.077
5,2428,1751,677,1.956,1.411,0.545
5,2269,2359,-90,1.828,1.900,-0.073
5,1704,1952,-248,1.373,1.573,-0.200
5,1508,1715,-207,1.215,1.382,-0.167
5,2091,2280,-189,1.684,1.837,-0.152
5,1838,1575,263,1.481,1.269,0.212
5,2218,1862,356,1.787,1.500,0.287
5,2036,2231,-195,1.640,1.797,-0.157
5,2251,2088,163,1.813,1.682,0.131
5,2162,1751,411,1.742,1.411,0.331
5,1917,2056,-139,1.544,1.656,-0.112
5,1604,1598,6,1.292,1.287,0.005
5,2040,2076,-36,1.643,1.672,-0.029
5,2402,2328,74,1.935,1.875,0.060
5,2286,1867,419,1.842,1.504,0.338
5,1516,1715,-199,1.221,1.382,-0.160
5,2080,2013,67,1.676,1.622,0.054
5,1831,1515,316,1.475,1.220,0.255
5,2144,1778,366,1.727,1.432,0.295
5,1899,1837,62,1.530,1.480,0.050
5,1733,1977,-244,1.396,1.593,-0.197
5,2352,1937,415,1.895,1.560,0.334
5,2141,2121,20,1.725,1.709,0.016
5,2037,1933,104,1.641,1.557,0.084
5,1783,1885,-102,1.436,1.519,-0.082
5,1686,1731,-45,1.358,1.394,-0.036
5,1987,1621,366,1.601,1.306,0.295
5,2040,1720,320,1.643,1.386,0.258
5,2348,1559,789,1.892,1.256,0.636
5,1984,1767,217,1.598,1.423,0.175
5,1985,1675,310,1.599,1.349,0.250
5,1585,2290,-705,1.277,1.845,-0.568
5,2250,2020,230,1.813,1.627,0.185
5,1665,1948,-283,1.341,1.569,-0.228
5,2122,1639,483,1.709,1.320,0.389
5,2218,1481,737,1.787,1.193,0.594
5,1847,2183,-336,1.488,1.759,-0.271
5,1891,2070,-179,1.523,1.668,-0.144
5,1715,2008,-293,1.382,1.618,-0.236
5,1504,2368,-864,1.212,1.908,-0.696
5,2230,2211,19,1.796,1.781,0.015
5,1702,1804,-102,1.371,1.453,-0.082
5,1861,1749,112,1.499,1.409,0.090
5,2104,1723,381,1.695,1.388,0.307
5,1735,1927,-192,1.398,1.552,-0.155
5,1731,1936,-205,1.394,1.560,-0.165
5,1518,2072,-554,1.223,1.669,-0.446
5,1734,1791,-57,1.397,1.443,-0.046
5,1900,2034,-134,1.531,1.639,-0.108
5,1894,1735,159,1.526,1.398,0.128
5,2256,1928,328,1.817,1.553,0.264
5,1567,2269,-702,1.262,1.828,-0.566
5,2186,1714,472,1.761,1.381,0.380
5,1717,1605,112,1.383,1.293,0.090
5,1912,1873,39,1.540,1.509,0.031
5,1767,1917,-150,1.423,1.544,-0.121
5,2078,1661,417,1.674,1.338,0.336
5,2232,1651,581,1.798,1.330,0.468
5,2232,1558,674,1.798,1.255,0.543
5,1667,1664,3,1.343,1.340,0.002
5,2245,1970,275,1.809,1.587,0.222
5,1782,2129,-347,1.436,1.715,-0.280
5,2201,2129,72,1.773,1.715,0.058
5,1926,2132,-206,1.552,1.718,-0.166
5,1890,1731,159,1.523,1.394,0.128
5,2200,2178,22,1.772,1.755,0.018
5,2144,1976,168,1.727,1.592,0.135
5,1888,2176,-288,1.521,1.753,-0.232
5,1574,1880,-306,1.268,1.515,-0.247
5,1785,1622,163,1.438,1.307,0.131
5,1779,2011,-232,1.433,1.620,-0.187
5,1878,2060,-182,1.513,1.660,-0.147
5,2130,2372,-242,1.716,1.911,-0.195
5,2188,1814,374,1.763,1.461,0.301
5,2176,1493,683,1.753,1.203,0.550
5,2272,1745,527,1.830,1.406,0.425
5,1909,2191,-282,1.538,1.765,-0.227
5,2002,2039,-37,1.613,1.643,-0.030
5,2156,2194,-38,1.737,1.767,-0.031
5,1491,1944,-453,1.201,1.566,-0.365
5,1595,1900,-305,1.285,1.531,-0.246
5,2060,2098,-38,1.660,1.690,-0.031
5,1751,1987,-236,1.411,1.601,-0.190
5,2265,1791,474,1.825,1.443,0.382
5,1905,1847,58,1.535,1.488,0.047
5,2266,1686,580,1.825,1.358,0.467
5,1917,1858,59,1.544,1.497,0.048
5,2440,1452,988,1.966,1.170,0.796
5,2342,1864,478,1.887,1.502,0.385
5,1871,1919,-48,1.507,1.546,-0.039
5,1773,1879,-106,1.428,1.514,-0.085
5,1795,1852,-57,1.446,1.492,-0.046
5,1965,1910,55,1.583,1.539,0.044
5,1715,1713,2,1.382,1.380,0.002
5,1881,1783,98,1.515,1.436,0.079
5,1899,1638,261,1.530,1.320,0.210
5,2168,1662,506,1.747,1.339,0.408
5,1775,1926,-151,1.430,1.552,-0.122
5,1723,2230,-507,1.388,1.796,-0.408
5,2092,2242,-150,1.685,1.806,-0.121
5,1859,1758,101,1.498,1.416,0.081
5,1710,2105,-395,1.378,1.696,-0.318
5,1721,1970,-249,1.386,1.587,-0.201
5,1580,2142,-562,1.273,1.726,-0.453
5,1864,1813,51,1.502,1.461,0.041
5,1769,1873,-104,1.425,1.509,-0.084
5,1918,1965,-47,1.545,1.583,-0.038
5,1626,1726,-100,1.310,1.390,-0.081
5,1929,1990,-61,1.554,1.603,-0.049
,,,0,0.000,0.000,0.000
5,1913,2160,-247,1.541,1.740,-0.199
5,2184,1926,258,1.759,1.552,0.208
5,2194,1874,320,1.767,1.510,0.258
5,1975,1867,108,1.591,1.504,0.087
5,1570,2382,-812,1.265,1.919,-0.654
5,2345,1670,675,1.889,1.345,0.544
5,1728,2134,-406,1.392,1.719,-0.327
5,2423,1742,681,1.952,1.403,0.549
5,2222,1790,432,1.790,1.442,0.348
5,2114,2250,-136,1.703,1.813,-0.110
5,1813,2003,-190,1.461,1.614,-0.153
5,2075,1769,306,1.672,1.425,0.247
5,2236,2113,123,1.801,1.702,0.099
5,2182,1596,586,1.758,1.286,0.472
5,2436,2308,128,1.962,1.859,0.103
5,2225,2048,177,1.792,1.650,0.143
5,1600,1593,7,1.289,1.283,0.006
5,1707,2313,-606,1.375,1.863,-0.488
5,1871,2168,-297,1.507,1.747,-0.239
5,1513,1667,-154,1.219,1.343,-0.124
5,1887,1717,170,1.520,1.383,0.137
5,2138,1823,315,1.722,1.469,0.254
5,2200,1772,428,1.772,1.427,0.345
5,1828,1963,-135,1.473,1.581,-0.109
5,2186,2384,-198,1.761,1.921,-0.160
5,1924,1890,34,1.550,1.523,0.027
5,1784,1583,201,1.437,1.275,0.162
5,1542,2108,-566,1.242,1.698,-0.456
5,2134,2124,10,1.719,1.711,0.008
5,1578,1978,-400,1.271,1.593,-0.322
5,2260,1530,730,1.821,1.233,0.588
5,2101,2089,12,1.693,1.683,0.010
5,2008,1742,266,1.618,1.403,0.214
5,2059,1907,152,1.659,1.536,0.122
5,2230,2163,67,1.796,1.742,0.054
5,1659,1808,-149,1.336,1.456,-0.120
5,2270,1748,522,1.829,1.408,0.421
5,2182,2327,-145,1.758,1.875,-0.117
5,2192,1823,369,1.766,1.469,0.297
5,2246,1566,680,1.809,1.262,0.548
5,1979,1550,429,1.594,1.249,0.346
5,1982,2066,-84,1.597,1.664,-0.068
5,2192,2373,-181,1.766,1.912,-0.146
5,2345,1922,423,1.889,1.548,0.341
5,1773,1829,-56,1.428,1.473,-0.045
5,1844,1845,-1,1.485,1.486,-0.001
5,1915,1961,-46,1.543,1.580,-0.037
5,2036,1778,258,1.640,1.432,0.208
5,1844,1677,167,1.485,1.351,0.135
5,1941,1847,94,1.564,1.488,0.076
5,2321,1987,334,1.870,1.601,0.269
5,1802,1690,112,1.452,1.361,0.090
